Id;POITypeId;POIName_de;POIName_fr;POIName_it;POIName_en;address_city;address_kantoncode;address_zip;address_countrycode;address_street;address_technicalplz6;address_gemeindeid;geopoint;contact_phone;contact_fax;contact_email_addresse_de;contact_email_addresse_fr;contact_email_addresse_it;contact_email_addresse_en;pickuptime_description_de;pickuptime_description_fr;pickuptime_description_it;pickuptime_description_en;pickuptime_time;AdditionalDescription;OfferPackage;OpeningHoursEvent;AccessInformation;service_servicetypeid;poityp_de;Verarbeitung_de;poityp_fr;Verarbeitung_fr;poityp_it;Verarbeitung_it;poityp_en;Verarbeitung_en;ForPrivateCustomer;ForBusinessCustomer;groupename_de;service_de;url_de;urlmobil_de;groupename_fr;service_fr;url_fr;urlmobil_fr;groupename_it;service_it;url_it;urlmobil_it;groupename_en;service_en;url_en;urlmobil_en
004PSTMAT_00429969402;004PSTMAT;Postomat St. Gallen, EKZ Neumarkt;Postomat St. Gallen, EKZ Neumarkt;Postomat St. Gallen, EKZ Neumarkt;Postomat St. Gallen, EKZ Neumarkt;St. Gallen;SG;9000;CH;Vadianstrasse 25;;3203;47.42202497,9.37170272;;;;;;;;;;;;;;;;0047x24;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Postomat zugänglich 7/24;;;Trafic des paiements;Postomat accessible 7/24;;;Traffico dei pagamenti;Postomat accessibile 7/24;;;Payment transactions;24/7 Postomat;;
004PSTMAT_00429969402;004PSTMAT;Postomat St. Gallen, EKZ Neumarkt;Postomat St. Gallen, EKZ Neumarkt;Postomat St. Gallen, EKZ Neumarkt;Postomat St. Gallen, EKZ Neumarkt;St. Gallen;SG;9000;CH;Vadianstrasse 25;;3203;47.42202497,9.37170272;;;;;;;;;;;;;;;;004BARGCHF;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in CHF;;;Trafic des paiements;Retrait d'espèces en CHF;;;Traffico dei pagamenti;Prelievo in contanti in CHF;;;Payment transactions;Cash withdrawals in CHF;;
004PSTMAT_00426159419;004PSTMAT;Postomat St. Gallen, EKZ Shopping Arena;Postomat St. Gallen, EKZ Shopping Arena;Postomat St. Gallen, EKZ Shopping Arena;Postomat St. Gallen, EKZ Shopping Arena;St. Gallen;SG;9015;CH;Zürcherstrasse 464;;3203;47.40807486,9.30411041;;;;;;;;;;;;;;;;004BARGCHF;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in CHF;;;Trafic des paiements;Retrait d'espèces en CHF;;;Traffico dei pagamenti;Prelievo in contanti in CHF;;;Payment transactions;Cash withdrawals in CHF;;
004PSTMAT_00417619412;004PSTMAT;Postomat St. Gallen, Filiale Langgass;Postomat St. Gallen, Filiale Langgass;Postomat St. Gallen, Filiale Langgass;Postomat St. Gallen, Filiale Langgass;St. Gallen;SG;9008;CH;Langgasse 16;;3203;47.43482876,9.3855732;;;;;;;;;;;;;;;;004BARGCHF;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in CHF;;;Trafic des paiements;Retrait d'espèces en CHF;;;Traffico dei pagamenti;Prelievo in contanti in CHF;;;Payment transactions;Cash withdrawals in CHF;;
001AG-PICK_001205693;001AG-PICK;PickPost-Stelle 9016 St. Gallen Lukasstrasse Denner;Point PickPost 9016 St. Gallen Lukasstrasse Denner;Punto PickPost 9016 St. Gallen Lukasstrasse Denner;PickPost point 9016 St. Gallen Lukasstrasse Denner;St. Gallen;SG;9016;CH;Lukasstrasse 69;901647;3203;47.43742252,9.40461325;0800 888 099;;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;;;;;;;"{""@OfferPackageId"": ""001BRPA""}";;"[{""@lang"": ""de"", ""#text"": ""Melden Sie sich beim Filialpersonal, um Ihre Bestellung abzuholen.""}, {""@lang"": ""fr"", ""#text"": ""Annoncez-vous au personnel de filiale pour emporter votre commande.""}, {""@lang"": ""it"", ""#text"": ""Rivolgiti al personale di filiale per ritirare il tuo ordine.""}, {""@lang"": ""en"", ""#text"": ""Melden Sie sich beim Filialpersonal, um Ihre Bestellung abzuholen.""}]";001134032;PickPost-Drittstelle;;Points tiers PickPost;;Punto PickPost di terzi;;External PickPost point;;true;false;Briefe und Pakete;PickPost;http://www.post.ch/pickpost;http://www.post.ch/pickpost;Lettres et colis;PickPost;http://www.poste.ch/pickpost;http://www.poste.ch/pickpost;Lettere e pacchi;PickPost;http://www.posta.ch/pickpost;http://www.posta.ch/pickpost;Letters and parcels;PickPost;http://www.swisspost.ch/pickpost;http://www.swisspost.ch/pickpost
004PSTMAT_00428409419;004PSTMAT;Postomat St. Gallen, Filiale Winkeln;Postomat St. Gallen, Filiale Winkeln;Postomat St. Gallen, Filiale Winkeln;Postomat St. Gallen, Filiale Winkeln;St. Gallen;SG;9015;CH;Herisauer Strasse 62;;3203;47.40411119,9.30219588;;;;;;;;;;;;;;;;004AUDIO;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Audiounterstützung für Sehbehinderte;;;Trafic des paiements;Assistance vocale pour malvoyant(e)s;;;Traffico dei pagamenti;Postomat con assistenza audio;;;Payment transactions;Audio supported Postomat;;
004PSTMAT_00421279418;004PSTMAT;Postomat St. Gallen, Filiale Bruggen;Postomat St. Gallen, Filiale Bruggen;Postomat St. Gallen, Filiale Bruggen;Postomat St. Gallen, Filiale Bruggen;St. Gallen;SG;9014;CH;Zürcher Strasse 257;;3203;47.40937096,9.33119214;;;;;;;;;;;;;;;;0047x24;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Postomat zugänglich 7/24;;;Trafic des paiements;Postomat accessible 7/24;;;Traffico dei pagamenti;Postomat accessibile 7/24;;;Payment transactions;24/7 Postomat;;
001AG-PICK_001205694;001AG-PICK;PickPost-Stelle 9000 St. Gallen Neumarkt Migros;Point PickPost 9000 St. Gallen Neumarkt Migros;Punto PickPost 9000 St. Gallen Neumarkt Migros;PickPost point 9000 St. Gallen Neumarkt Migros;St. Gallen;SG;9000;CH;St. Leonhard-Strasse 35;900044;3203;47.42213934,9.37056549;0800 888 099;;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;;;;;;;"{""@OfferPackageId"": ""001BRPA""}";;"[{""@lang"": ""de"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}, {""@lang"": ""fr"", ""#text"": ""Annoncez-vous à l'accueil client Migros pour emporter votre commande.""}, {""@lang"": ""it"", ""#text"": ""Rivolgiti al Servizio clienti della Migros per ritirare il tuo ordine.""}, {""@lang"": ""en"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}]";001800022;PickPost-Drittstelle;;Points tiers PickPost;;Punto PickPost di terzi;;External PickPost point;;;;Briefe und Pakete;Pakete versenden;;;Lettres et colis;Expédition de colis;;;Lettere e pacchi;Inviare pacchi;;;Letters and parcels;Sending parcels;;
004PSTMAT_00427979417;004PSTMAT;Postomat St. Gallen, Ulmenstrasse 9;Postomat St. Gallen, Ulmenstrasse 9;Postomat St. Gallen, Ulmenstrasse 9;Postomat St. Gallen, Ulmenstrasse 9;St. Gallen;SG;9000;CH;Ulmenstrasse 9;;3203;47.42026139,9.35566655;;;;;;;;;;;;;;;;004BARGCHF;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in CHF;;;Trafic des paiements;Retrait d'espèces en CHF;;;Traffico dei pagamenti;Prelievo in contanti in CHF;;;Payment transactions;Cash withdrawals in CHF;;
004PSTMAT_00427979417;004PSTMAT;Postomat St. Gallen, Ulmenstrasse 9;Postomat St. Gallen, Ulmenstrasse 9;Postomat St. Gallen, Ulmenstrasse 9;Postomat St. Gallen, Ulmenstrasse 9;St. Gallen;SG;9000;CH;Ulmenstrasse 9;;3203;47.42026139,9.35566655;;;;;;;;;;;;;;;;004BARGEUR;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in EUR;;;Trafic des paiements;Retrait d'espèces en EUR;;;Traffico dei pagamenti;Prelievo in contanti in EUR;;;Payment transactions;Cash withdrawals in EUR;;
001AG-PICK_001205695;001AG-PICK;PickPost-Stelle 9000 St. Gallen Spisermarkt Migros;Point PickPost 9000 St. Gallen Spisermarkt Migros;Punto PickPost 9000 St. Gallen Spisermarkt Migros;PickPost point 9000 St. Gallen Spisermarkt Migros;St. Gallen;SG;9000;CH;Brühlgasse 28;900043;3203;47.42520299,9.37823728;0800 888 099;;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;;;;;;;"{""@OfferPackageId"": ""001BRPA""}";;"[{""@lang"": ""de"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}, {""@lang"": ""fr"", ""#text"": ""Annoncez-vous à l'accueil client Migros pour emporter votre commande.""}, {""@lang"": ""it"", ""#text"": ""Rivolgiti al Servizio clienti della Migros per ritirare il tuo ordine.""}, {""@lang"": ""en"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}]";001134032;PickPost-Drittstelle;;Points tiers PickPost;;Punto PickPost di terzi;;External PickPost point;;true;false;Briefe und Pakete;PickPost;http://www.post.ch/pickpost;http://www.post.ch/pickpost;Lettres et colis;PickPost;http://www.poste.ch/pickpost;http://www.poste.ch/pickpost;Lettere e pacchi;PickPost;http://www.posta.ch/pickpost;http://www.posta.ch/pickpost;Letters and parcels;PickPost;http://www.swisspost.ch/pickpost;http://www.swisspost.ch/pickpost
001AG-PICK_001205695;001AG-PICK;PickPost-Stelle 9000 St. Gallen Spisermarkt Migros;Point PickPost 9000 St. Gallen Spisermarkt Migros;Punto PickPost 9000 St. Gallen Spisermarkt Migros;PickPost point 9000 St. Gallen Spisermarkt Migros;St. Gallen;SG;9000;CH;Brühlgasse 28;900043;3203;47.42520299,9.37823728;0800 888 099;;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;;;;;;;"{""@OfferPackageId"": ""001BRPA""}";;"[{""@lang"": ""de"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}, {""@lang"": ""fr"", ""#text"": ""Annoncez-vous à l'accueil client Migros pour emporter votre commande.""}, {""@lang"": ""it"", ""#text"": ""Rivolgiti al Servizio clienti della Migros per ritirare il tuo ordine.""}, {""@lang"": ""en"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}]";001800022;PickPost-Drittstelle;;Points tiers PickPost;;Punto PickPost di terzi;;External PickPost point;;;;Briefe und Pakete;Pakete versenden;;;Lettres et colis;Expédition de colis;;;Lettere e pacchi;Inviare pacchi;;;Letters and parcels;Sending parcels;;
001LZP_001116880;001LZP;Logistikzentrum 9000 St. Gallen;Centre logistique 9000 St. Gallen;Centro logistico 9000 St. Gallen;Logistics centre 9000 St. Gallen;St. Gallen;SG;9000;CH;Güterbahnhofstrasse 26;900070;3203;47.41526494,9.35894882;058 341 32 30;058 667 38 78;kundendienst@post.ch;kundendienst@post.ch;kundendienst@post.ch;kundendienst@post.ch;;;;;;"[{""@lang"": ""de"", ""#text"": ""St. Gallen Distributionsbasis""}, {""@lang"": ""fr"", ""#text"": ""St. Gallen Distributionsbasis""}, {""@lang"": ""it"", ""#text"": ""St. Gallen Distributionsbasis""}, {""@lang"": ""en"", ""#text"": ""St. Gallen Distributionsbasis""}]";"{""@OfferPackageId"": ""001BRPA""}";;;001520002;Logistikzentrum Pakete;grössere Mengen Briefe und/oder Pakete/Sperrgut;Centre logistique colis;grands volumes, courrier et/ou colis/encombrants;Centro logistico pacchi;grandi quantità di lettere e/o pacchi/ingombranti;Logistics centre parcels;large volumes, letters and/or parcels/bulky goods;false;true;Dienstleistungen GK;Annahmestelle VinoLog;;;Prestations CC;Dépôt VinoLog;;;Servizi CC;Punto d'accettazione VinoLog;;;BC services;VinoLog acceptance point;;
003BE_00325119;003BE;Briefeinwurf St. Gallen, Vadianstrasse;Boîte aux lettres St. Gallen, Vadianstrasse;Buca delle lettere St. Gallen, Vadianstrasse;Letterbox St. Gallen, Vadianstrasse;St. Gallen;SG;9000;CH;Vadianstrasse 25;;3203;47.4219236,9.3712006;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
004PSTMAT_00418809402;004PSTMAT;Postomat St. Gallen, PostFinance-Filiale;Postomat St. Gallen, PostFinance-Filiale;Postomat St. Gallen, PostFinance-Filiale;Postomat St. Gallen, PostFinance-Filiale;St. Gallen;SG;9000;CH;Bahnhofplatz 5;;3203;47.4225031,9.37000998;;;;;;;;;;;;;;;;004AUDIO;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Audiounterstützung für Sehbehinderte;;;Trafic des paiements;Assistance vocale pour malvoyant(e)s;;;Traffico dei pagamenti;Postomat con assistenza audio;;;Payment transactions;Audio supported Postomat;;
004PSTMAT_00418809402;004PSTMAT;Postomat St. Gallen, PostFinance-Filiale;Postomat St. Gallen, PostFinance-Filiale;Postomat St. Gallen, PostFinance-Filiale;Postomat St. Gallen, PostFinance-Filiale;St. Gallen;SG;9000;CH;Bahnhofplatz 5;;3203;47.4225031,9.37000998;;;;;;;;;;;;;;;;004EINZNOTEEUR;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Einzahlungen in Noten EUR;;;Trafic des paiements;Versements en billets de banque EUR;;;Traffico dei pagamenti;Versamenti in banconote EUR;;;Payment transactions;Inpayments in notes EUR;;
004PSTMAT_00426409402;004PSTMAT;Postomat St. Gallen, St. Gallen Silberturm;Postomat St. Gallen, St. Gallen Silberturm;Postomat St. Gallen, St. Gallen Silberturm;Postomat St. Gallen, St. Gallen Silberturm;St. Gallen;SG;9000;CH;Rorschacherstrasse 152;;3203;47.43097566,9.39531011;;;;;;;;;;;;;;;;004BARGCHF;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in CHF;;;Trafic des paiements;Retrait d'espèces en CHF;;;Traffico dei pagamenti;Prelievo in contanti in CHF;;;Payment transactions;Cash withdrawals in CHF;;
001AG-PICK_001209430;001AG-PICK;PickPost-Stelle 9008 St. Gallen St. Fiden Migros;Point PickPost 9008 St. Gallen St. Fiden Migros;Punto PickPost 9008 St. Gallen St. Fiden Migros;PickPost point 9008 St. Gallen St. Fiden Migros;St. Gallen;SG;9008;CH;Bachstrasse 29;900848;3203;47.43581018,9.39161057;0800 888 099;;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;;;;;;"[{""@lang"": ""de"", ""#text"": ""St. Fiden Migros""}, {""@lang"": ""fr"", ""#text"": ""St. Fiden Migros""}, {""@lang"": ""it"", ""#text"": ""St. Fiden Migros""}, {""@lang"": ""en"", ""#text"": ""St. Fiden Migros""}]";"{""@OfferPackageId"": ""001BRPA""}";;"[{""@lang"": ""de"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}, {""@lang"": ""fr"", ""#text"": ""Annoncez-vous à l'accueil client Migros pour emporter votre commande.""}, {""@lang"": ""it"", ""#text"": ""Rivolgiti al Servizio clienti della Migros per ritirare il tuo ordine.""}, {""@lang"": ""en"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}]";001134032;PickPost-Drittstelle;;Points tiers PickPost;;Punto PickPost di terzi;;External PickPost point;;true;false;Briefe und Pakete;PickPost;http://www.post.ch/pickpost;http://www.post.ch/pickpost;Lettres et colis;PickPost;http://www.poste.ch/pickpost;http://www.poste.ch/pickpost;Lettere e pacchi;PickPost;http://www.posta.ch/pickpost;http://www.posta.ch/pickpost;Letters and parcels;PickPost;http://www.swisspost.ch/pickpost;http://www.swisspost.ch/pickpost
001MP24_001202506;001MP24;My Post 24 9000 St. Gallen Bahnhof;My Post 24 9000 St. Gallen Bahnhof;My Post 24 9000 St. Gallen Bahnhof;My Post 24 9000 St. Gallen Bahnhof;St. Gallen;SG;9000;CH;Lagerstr. /Bahnhofstr.Unterführung;900076;3203;47.422519,9.368623;0800 888 099;;mypost24@post.ch;mypost24@post.ch;mypost24@post.ch;mypost24@post.ch;;;;;;;"{""@OfferPackageId"": ""001BRPA""}";;;001800005;My Post 24;;My Post 24;;My Post 24;;My Post 24;;;;Briefe und Pakete;Briefe und Pakete empfangen;;;Lettres et colis;Réception de lettres et colis;;;Lettere e pacchi;Ricevere lettere e pacchi;;;Letters and parcels;Receiving letter and parcels;;
001MP24_001202506;001MP24;My Post 24 9000 St. Gallen Bahnhof;My Post 24 9000 St. Gallen Bahnhof;My Post 24 9000 St. Gallen Bahnhof;My Post 24 9000 St. Gallen Bahnhof;St. Gallen;SG;9000;CH;Lagerstr. /Bahnhofstr.Unterführung;900076;3203;47.422519,9.368623;0800 888 099;;mypost24@post.ch;mypost24@post.ch;mypost24@post.ch;mypost24@post.ch;;;;;;;"{""@OfferPackageId"": ""001BRPA""}";;;001800010;My Post 24;;My Post 24;;My Post 24;;My Post 24;;;;Briefe und Pakete;Briefe und Pakete versenden;;;Lettres et colis;Expédition de lettres et colis;;;Lettere e pacchi;Inviare lettere e pacchi;;;Letters and parcels;Sending letter and parcels;;
003BE_00327087;003BE;Briefeinwurf St. Gallen, Zürcher Strasse;Boîte aux lettres St. Gallen, Zürcher Strasse;Buca delle lettere St. Gallen, Zürcher Strasse;Letterbox St. Gallen, Zürcher Strasse;St. Gallen;SG;9014;CH;Zürcher Strasse 162;;3203;47.41468868,9.33987327;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
003BE_00327134;003BE;Briefeinwurf St. Gallen, Kräzernstrasse;Boîte aux lettres St. Gallen, Kräzernstrasse;Buca delle lettere St. Gallen, Kräzernstrasse;Letterbox St. Gallen, Kräzernstrasse;St. Gallen;SG;9014;CH;Kräzernstrasse 11;;3203;47.40686092,9.32546533;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
003BE_00327144;003BE;Briefeinwurf St. Gallen, Hinterberg;Boîte aux lettres St. Gallen, Hinterberg;Buca delle lettere St. Gallen, Hinterberg;Letterbox St. Gallen, Hinterberg;St. Gallen;SG;9014;CH;Hinterberg 19;;3203;47.40409354,9.32716956;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
003BE_00327146;003BE;Briefeinwurf St. Gallen, Aetschbergstrasse;Boîte aux lettres St. Gallen, Aetschbergstrasse;Buca delle lettere St. Gallen, Aetschbergstrasse;Letterbox St. Gallen, Aetschbergstrasse;St. Gallen;SG;9014;CH;Aetschbergstrasse 8;;3203;47.40409592,9.33065488;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
003BE_00327149;003BE;Briefeinwurf St. Gallen, Haggenstrasse;Boîte aux lettres St. Gallen, Haggenstrasse;Buca delle lettere St. Gallen, Haggenstrasse;Letterbox St. Gallen, Haggenstrasse;St. Gallen;SG;9014;CH;Haggenstrasse 94;;3203;47.40359861,9.33924953;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
003BE_00326975;003BE;Briefeinwurf St. Gallen, Fliederstrasse;Boîte aux lettres St. Gallen, Fliederstrasse;Buca delle lettere St. Gallen, Fliederstrasse;Letterbox St. Gallen, Fliederstrasse;St. Gallen;SG;9010;CH;Fliederstrasse 18;;3203;47.44048104,9.37708591;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
003BE_00326976;003BE;Briefeinwurf St. Gallen, Bushaltestelle Rotmonten;Boîte aux lettres St. Gallen, Bushaltestelle Rotmonten;Buca delle lettere St. Gallen, Bushaltestelle Rotmonten;Letterbox St. Gallen, Bushaltestelle Rotmonten;St. Gallen;SG;9010;CH;Guisanstrasse 57;;3203;47.43723322,9.37697561;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
003BE_00326977;003BE;Briefeinwurf St. Gallen, Baumgartenstrasse;Boîte aux lettres St. Gallen, Baumgartenstrasse;Buca delle lettere St. Gallen, Baumgartenstrasse;Letterbox St. Gallen, Baumgartenstrasse;St. Gallen;SG;9010;CH;Baumgartenstrasse 33;;3203;47.43661419,9.37267933;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
003BE_00327032;003BE;Briefeinwurf St. Gallen, Hardungstrasse;Boîte aux lettres St. Gallen, Hardungstrasse;Buca delle lettere St. Gallen, Hardungstrasse;Letterbox St. Gallen, Hardungstrasse;St. Gallen;SG;9011;CH;Hardungstrasse 4;;3203;47.42583942,9.40310111;;;;;;;;;;;;;;;;;Briefeinwurf;;Boîte aux lettres;;Buca delle lettere;;Letterbox;;;;;;;;;;;;;;;;;;;
001PFST_001125993;001PFST;Post Filiale 9011 St. Gallen 11 St. Georgen;Poste Filiale 9011 St. Gallen 11 St. Georgen;Posta Filiale 9011 St. Gallen 11 St. Georgen;Post Branch 9011 St. Gallen 11 St. Georgen;St. Gallen;SG;9000;CH;St. Georgen-Strasse 82;901100;3203;47.41664132,9.38167668;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;;;;;;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134031;Postfachanlage;;Cases postales;;Impianto di caselle postali;;P.O. Box facility;;;;Hinweise;*Pakete versenden bis max. 100 x 60 x 60 cm und 30 kg (Standardpaket);;;Informations;*Envoyer des colis jusqu’à 100 x 60 x 60 cm et 30 kg (colis standard);;;Informazioni;*Spedire pacchi fino a max. 100 x 60 x 60 cm e 30 kg (pacco standard);;;Informations;*Send parcels up to max. 100 x 60 x 60 cm and 30 kg (standard parcel);;
001PFST_001125993;001PFST;Post Filiale 9011 St. Gallen 11 St. Georgen;Poste Filiale 9011 St. Gallen 11 St. Georgen;Posta Filiale 9011 St. Gallen 11 St. Georgen;Post Branch 9011 St. Gallen 11 St. Georgen;St. Gallen;SG;9000;CH;St. Georgen-Strasse 82;901100;3203;47.41664132,9.38167668;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;;;;;;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134046;Postfachanlage;;Cases postales;;Impianto di caselle postali;;P.O. Box facility;;;;Zahlungsverkehr;Bargeldbezug (max. CHF 500.-, CHF 50.- garantiert) mit PostFinance Card;;;Trafic des paiements;Retrait d'espèces (max. CHF 500.-, montant de CHF 50.- garanti) avec PostFinance Card;;;Traffico dei pagamenti;Prelievo in contanti (max. CHF 500.-, CHF 50.- garantiti) con PostFinance Card;;;Payment transactions;Cash withdrawal (max. CHF 500, CHF 50 guaranteed) with PostFinance Card;;
001PFST_001125993;001PFST;Post Filiale 9011 St. Gallen 11 St. Georgen;Poste Filiale 9011 St. Gallen 11 St. Georgen;Posta Filiale 9011 St. Gallen 11 St. Georgen;Post Branch 9011 St. Gallen 11 St. Georgen;St. Gallen;SG;9000;CH;St. Georgen-Strasse 82;901100;3203;47.41664132,9.38167668;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;;;;;;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001490001;Postfachanlage;;Cases postales;;Impianto di caselle postali;;P.O. Box facility;;;;Briefe und Pakete;Swiss-Express \;;;Lettres et colis;Swiss-Express \;;;Lettere e pacchi;Swiss-Express \;;;Letters and parcels;Swiss-Express \;;
001PFST_001125993;001PFST;Post Filiale 9011 St. Gallen 11 St. Georgen;Poste Filiale 9011 St. Gallen 11 St. Georgen;Posta Filiale 9011 St. Gallen 11 St. Georgen;Post Branch 9011 St. Gallen 11 St. Georgen;St. Gallen;SG;9000;CH;St. Georgen-Strasse 82;901100;3203;47.41664132,9.38167668;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;;;;;;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800006;Postfachanlage;;Cases postales;;Impianto di caselle postali;;P.O. Box facility;;;;Briefe und Pakete;Briefe und Pakete* versenden;;;Lettres et colis;Expédition de lettres et colis*;;;Lettere e pacchi;Inviare lettere e pacchi*;;;Letters and parcels;Sending letter and parcels*;;
001PFST_001125993;001PFST;Post Filiale 9011 St. Gallen 11 St. Georgen;Poste Filiale 9011 St. Gallen 11 St. Georgen;Posta Filiale 9011 St. Gallen 11 St. Georgen;Post Branch 9011 St. Gallen 11 St. Georgen;St. Gallen;SG;9000;CH;St. Georgen-Strasse 82;901100;3203;47.41664132,9.38167668;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;;;;;;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800011;Postfachanlage;;Cases postales;;Impianto di caselle postali;;P.O. Box facility;;;;Briefe und Pakete;Frankieren;;;Lettres et colis;Affranchissement;;;Lettere e pacchi;Affrancare;;;Letters and parcels;Franking;;
001PFST_001125994;001PFST;Post Filiale 9012 St. Gallen 12 Riethüsli;Poste Filiale 9012 St. Gallen 12 Riethüsli;Posta Filiale 9012 St. Gallen 12 Riethüsli;Post Branch 9012 St. Gallen 12 Riethüsli;St. Gallen;SG;9012;CH;Teufener Strasse 143;901200;3203;47.41154164,9.36675363;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;;;;;;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134103;Postfachanlage;;Cases postales;;Impianto di caselle postali;;P.O. Box facility;;true;true;Zahlungsverkehr;Einzahlungen (CHF) mit Karten (PostFinance Card, Maestro, V PAY);;;Trafic des paiements;Versements (CHF) avec cartes (PostFinance Card, Maestro, V PAY);;;Traffico dei pagamenti;Versamenti (CHF) con carte (PostFinance Card, Maestro, V PAY);;;Payment transactions;Payments (CHF) with cards (PostFinance Card, Maestro, V PAY);;
001PFST_001125994;001PFST;Post Filiale 9012 St. Gallen 12 Riethüsli;Poste Filiale 9012 St. Gallen 12 Riethüsli;Posta Filiale 9012 St. Gallen 12 Riethüsli;Post Branch 9012 St. Gallen 12 Riethüsli;St. Gallen;SG;9012;CH;Teufener Strasse 143;901200;3203;47.41154164,9.36675363;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;;;;;;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134107;Postfachanlage;;Cases postales;;Impianto di caselle postali;;P.O. Box facility;;true;true;Hinweise;Nur Einzahlungen Inland;;;Informations;Versements nationaux uniquement;;;Informazioni;Solo versamenti nazionali;;;Informations;National payments only;;
